,English,Hebrew
666,"['sunlight', 'light', 'lamp']",אור
667,"['fire', 'blaze (noun)']",אור
668,['Or (Hebrew name)'],אור
669,['urea'],אוראה
670,['Orel (Hebrew name)'],אוראל
671,"['someone lying in wait', 'in ambush']",אורב
672,['orbital'],אורביטל
673,['urban'],אורבני
674,['urbanism'],אורבניזם
675,['urbanization'],אורבניזציה
676,['weaver'],אורג
677,['Oregon'],אורגון
678,['orgasm'],אורגזמה
679,['orgiastic'],אורגיאסטי
680,['orgy'],אורגיה
681,['original'],אורגינל
682,['original'],אורגינלי
683,['originality'],אורגינליות
684,['organ (musical instrument)'],אורגן
685,"['organ', 'agency', 'forum']",אורגן
686,['oregano (also: origanum)'],אורגנו
687,['organoleptic (involving the use of senses)'],אורגנולפטי
688,['organza (thin fabric)'],אורגנזה
689,"['organic', 'integral (part)', 'inseparable (part)']",אורגני
690,"['organism', 'living object', 'viable entity']",אורגניזם
691,['organist'],אורגניסט
692,['small organ (musical instrument)'],אורגנית
693,['Urdu (language)'],אורדו
694,['(Geology) Ordovician'],אורדוביק
695,['(mathematics) ordinate'],אורדינטה
696,['ordinal'],אורדינלי
697,['Ora (also: Orah) (Hebrew name)'],אורה
698,"['(flowery) bright light', 'radiance']",אורה
699,"['(flowery) to be pleased', 'to show happiness (Literally: His face lit up)']",אורו [האירו
700,['Uruguay'],אורוגואי
701,['Uruguayan (person)'],אורוגואי
702,['Uruguayan'],אורוגואי
703,['urologist'],אורולוג
704,['urology'],אורולוגיה
705,['Uranus'],אורון
706,['Oron (Hebrew name)'],אורון
707,"['airing', 'ventilation']",אורור
708,"['packer', 'mover']",אורז
709,"['guest', 'visitor']",אורח
710,"['caravan (of people, animals)']",אורחה
711,['oratorio'],אורטוריה
712,['Ortal (Hebrew name)'],אורטל
713,['Uri (Hebrew name)'],אורי
714,['Ori (Hebrew name)'],אורי
715,['Uriel (Hebrew name)'],אוריאל
716,['origami'],אוריגמי
717,['Uriah (Hebrew name)'],אוריה
718,['(astronomy) Orion'],אוריון
719,"[""(Biblical) Urim and Thummim (Objects in the High Priest's breastplate)"", 'oracle', 'unimpeachable source', 'pundit', 'guru']",אורים ותמים
720,['Orinoco'],אורינוקו
721,"['literacy', 'reading skills', 'language skills', 'erudition', 'scholarship']",אורינות
722,['the Orient'],אורינט
723,['oriental'],אורינטלי
724,['Orientalism'],אורינטליזם
725,"['orientation', 'sense of direction', 'trend', 'tendency', 'inclination']",אורינטציה
726,"['literate', 'erudite', 'lettered']",אוריני
727,"['airy', 'delicate', 'light', 'fluffy']",אורירי
728,['Orit (Hebrew name)'],אורית
729,"['(Aramaic) the Bible', 'מדאורייתא - (Aramaic) Of Biblical origin']",אוריתא
730,['orchid'],אורכידאה
731,"['Ural (mountains)', 'Ural (river)']",אורל
732,"['clock', 'timepiece', 'grandfather clock']",אורלוגין
733,['(textiles) (trademark) Orlon'],אורלון
734,"['oral', '(Psychoanalysis) oral phase']",אורלי
735,['Orly (also: Orli) (Hebrew name)'],אורלי
736,['uremia'],אורמיה
737,['orangutan'],אורנגאוטן
738,['Orna (Hebrew name)'],אורנה
739,['Uranus'],אורנוס
740,['uranium'],אורניום
741,['ornithologist'],אורניתולוג
742,['ornithology'],אורניתולוגיה
743,['ornamental'],אורנמנטלי
744,['Everest'],אורסט
745,['aversion'],אורסיה
746,['audiovisual'],אורקולי
747,"['oracle', 'oracle', 'unimpeachable source', 'pundit', 'guru']",אורקל
748,"['to air', 'ventilate', '(colloquial) to freshen', '(colloquial) to air (idea, proposal)']",אורר
749,"['to be aired', 'to be ventilated']",אורר
750,"['vent', 'ventilation opening']",אורר
751,['ortho-'],אורתו
752,"['orthogonal', 'perpendicular']",אורתוגונלי
753,['orthogenesis'],אורתוגנזה
754,['orthographic'],אורתוגרפי
755,"['orthography', 'spelling']",אורתוגרפיה
756,['orthodontist'],אורתודונט
757,['orthodontics'],אורתודונטיה
758,['orthodox person'],אורתודוקס
759,['orthodox'],אורתודוקסי
760,['orthodoxy'],אורתודוקסיה
761,"['orthopedist', 'orthopedic surgeon']",אורתופד
762,['orthopedic'],אורתופדי
763,['orthopedics'],אורתופדיה
764,['orthorexia'],אורתורקסיה
765,['(literary) to make light sound'],אוש
766,"['(literary) murmur', 'undertone', '(medicine) murmur', 'bruit']",אושה
767,['to encourage'],אושש
768,"['(literary) to murmur', 'to make light sound']",אושש
769,"['sign (noun)', 'omen', 'sign', 'indication', '(military) ribbon', 'badge', 'לאות - as a sign of']",אות
770,['letter (of alphabet)'],אות
771,"['him', 'it', 'that', 'same', 'the very one']",אות
772,['euthanasia'],אותנזיה
773,['authentic'],אותנטי
774,['authenticity'],אותנטיות
775,"['to signal', 'to indicate']",אותת
776,"['then', 'at that time', 'then', 'followed by', '(colloquial) So', '(colloquial) then what?']",אז
777,['(colloquial) So what?'],אז מה
778,['asbestos'],אזבסט
779,['asbestosis (lung disease)'],אזבסטוזיס
780,"['Margosa tree', 'Persian lilac', 'Pride of India']",אזדרכת
781,['warning'],אזהרה
782,['hyssop'],אזוב
783,['hyssop-like'],אזובי
784,['lavender'],אזוביון
785,['oregano (also: origanum)'],אזובית
786,['esoteric'],אזוטרי
787,"['esoterica', 'esoteric matters']",אזוטריקה
788,"['balance (noun)', 'equilibrium', 'parity']",אזון
789,"['handcuffed', 'bound', 'chained']",אזוק
790,"['region', 'area', 'zone', '(military) Sector']",אזור
791,['(literary) to gird'],אזור
792,"['(biblical) girdle', 'belt']",אזור
793,['regional'],אזורי
794,['then'],אזי
795,"['depletable', 'consumable', 'exhaustible']",אזיל
796,['azimuth'],אזימוט
797,['handcuff'],אזיק
798,['handcuffing'],אזיקה
799,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
800,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
801,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
802,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
803,['to be mentioned'],אזכר
804,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
805,['to be mentioned'],אזכר
806,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
807,['to be mentioned'],אזכר
808,['to be mentioned'],אזכר
809,['to be mentioned'],אזכר
810,"['memorial', 'commemoration']",אזכרה
811,"['to be used up', 'to be exhausted']",אזל
812,['(Aramaic) azla (biblical cantillation symbol)'],אזלא
813,"['chisel', 'scalpel']",אזמל
814,['emerald (precious stone)'],אזמרגד
815,"['(anatomy) ear', 'external ear', '(colloquial) ear for .…', '(colloquial) handle', 'lug']",אזן
816,['to be balanced'],אזן
817,"['to balance', 'to counterbalance', 'to counteract', 'to neutralize', 'to balance a budget', '(accounting) to balance the books']",אזן
818,['(nonstandard form) earphone'],אזניה
819,['earphone'],אזנית
820,"['alarm', 'siren']",אזעקה
821,"['to bind with handcuffs', 'to restrict']",אזק
822,"['to bind with handcuffs', 'to restrict']",אזק
823,"['cable tie', 'plastic or nylon restraint']",אזקון
824,['handcuffs'],אזקים
825,['(Biblical) to gird'],אזר
826,"['naturalization', 'bestowing of citizenship', 'civilianization', 'localization']",אזרוח
827,"['citizen', 'civilian']",אזרח
828,"['to civilianize', 'to naturalize', 'to bestow citizenship']",אזרח
829,"['citizenship', 'civics', '(military slang) civilian life', 'civvy street']",אזרחות
830,"['civilian', '(law) civil']",אזרחי
831,"['(military slang) civilian clothes', 'civvies']",אזרחי
832,"['brother', 'sibling', 'male nurse', 'compatriot', 'countryman', '(flowery) close friend', 'buddy', 'pal', '(Christianity) Brother', 'אחי - (slang) buddy', 'pal', 'mate']",אח
833,"['fireplace', 'hearth']",אח
834,"['Oh! Ouch!', 'Wow!']",אח
835,['siblings'],אחאי
836,"['one', 'single', 'unique', 'first', 'former', 'someone', 'somebody', 'כאחד - simultaneously', 'at the same time', 'at one and the same time']",אחד
837,"['someone', 'anyone', 'one', 'a type']",אחד
838,"['to join', 'to unite', 'to combine', 'to merge', 'to unify', 'to consolidate']",אחד
839,['to be united'],אחד
840,"['someone', 'anyone', 'one', 'a type']",אחד
841,"['someone', 'anyone', 'one', 'a type']",אחד
842,"['someone', 'anyone', 'one', 'a type']",אחד
843,"['someone', 'anyone', 'one', 'a type']",אחד
844,"['someone', 'anyone', 'one', 'a type']",אחד
845,"[""April Fools' Day""]",אחד באפריל
846,"['The First of May', 'May Day']",אחד במאי
847,['eleven'],אחד עשר
848,"['unity', 'unification']",אחדות
849,"['integrated', 'united', 'unified']",אחדותי
850,"['a few', 'several', 'some']",אחדים
851,"['to stitch together', 'to patch. to darn', '(flowery) to unite']",אחה
852,"['to be united', 'to be joined together']",אחה
853,"['pasture', 'grazing land', 'meadow']",אחו
854,"['unification', 'merger', 'unity']",אחוד
855,"['integral', 'complete', 'united', 'containerized']",אחוד
856,"['fraternity', 'comradeship', 'brotherhood']",אחוה
857,"['percentage', 'percent', 'part', 'fraction']",אחוז
858,"['caught', 'held', 'attached', 'connected', 'full of ...', 'gripped with .…']",אחוז
859,['percentile'],אחוזון
860,"['union', 'fusion', '(syntax) coordination']",אחוי
861,"['wish', 'greeting', 'wishes', 'greetings']",אחול
862,['(flowery) back'],אחור
863,"['delay', 'tardiness', 'lateness', 'באיחור - late (adverb)']",אחור
864,"['(literary) reverse', 'backward', ""אחורי - (literary) someone's back""]",אחור
865,"['backwards', 'in reverse']",אחורה
866,"['rear', 'in the back', 'back']",אחורי
867,"['buttocks', 'backside', 'rump']",אחורים
868,"['backwards', 'in reverse']",אחורנית
869,"['(slang) fantastic', 'wonderful', 'great', '(slang) very bad', 'terrible']",אחושרמוטה
870,"['sister', 'sibling', 'nurse (female)', 'close relation', 'kinswoman', '(Christianity) Sister (Nun)']",אחות
871,"['to grasp', 'grab', 'to affect', 'overcome', '(archaic) to reach', 'to be up to']",אחז
872,"['estate', 'property', 'holdings']",אחזה
873,"['(computing) retrieval', 'reproduction']",אחזור
874,"['(nonstandard form) maintenance', '(business and commerce', '(nonstandard form) holding']",אחזקה
875,['(computing) to retrieve'],אחזר
876,['(computing) to be retrieved'],אחזר
877,"['uniform', 'unified', 'constant', 'unchanging', 'homogeneous']",אחיד
878,"['uniformity', 'unity']",אחידות
879,"['grasp', 'grip', 'hold (noun)', 'basis', 'support']",אחיזה
880,"['(Talmudic) shivering', 'shuddering']",אחילו
881,['nephew'],אחין
882,['(flowery) The Jewish People'],אחינו בני ישראל
883,['niece'],אחינית
884,['Ahinoam (Hebrew name)'],אחינעם
885,"['to wish', 'to greet', 'to bless']",אחל
886,"['to be wished', 'to be congratulated']",אחל
887,"['(slang) excellent', 'great']",אחלה
888,['amethyst'],אחלמה
889,['storage'],אחסון
890,['to store'],אחסן
891,"['to be stored', 'to be hoarded']",אחסן
892,"['to be stored', 'to be hoarded']",אחסן
893,"['to be stored', 'to be hoarded']",אחסן
894,"['to be stored', 'to be hoarded']",אחסן
895,"['to be stored', 'to be hoarded']",אחסן
896,['to store'],אחסן
897,"['storage', 'storing']",אחסנה
898,"['different', 'varying', 'another', 'different', 'האחר - the other (one)', 'the second (one)']",אחר
899,"['later', 'afterwards', 'after', 'as a result of', 'after', 'then', 'followed by']",אחר
900,['to be late'],אחר
901,"['to delay', 'make late']",אחר
902,"['then', 'later', 'afterwards']",אחר-כך
903,['responsible person'],אחראי
904,['responsible'],אחראי
905,['stern (of ship)'],אחרה
906,"['last', 'latest', 'most recent', 'אחרונים - (Judaism) later commentators']",אחרון
907,"['last', 'but not least']",אחרון אחרון חביב
908,['differentness'],אחרות
909,['after'],אחרי
910,['after the holidays of Tishrei month (said as an excuse to postpone something)'],אחרי החגים
911,"['responsibility', 'warranty', 'guarantee', ""באחריות! - (colloquial) don't worry"", 'leave it to me', ""it's all taken care of"", 'it will be alright']",אחריות
912,['accountability'],אחריותיות
913,"['end', 'close']",אחרית
914,"['far distant future', '(Literally: At the end of the days)']",אחרית הימים
915,"['differently', 'otherwise', 'else']",אחרת
916,['(biblical) satrap'],אחשדרפן
917,"['one (female)', 'one', 'באחת - At once', 'abruptly', 'immediately', 'כאחת - as one', 'at one and the same time']",אחת
918,['someone (female)'],אחת
919,['someone (female)'],אחת
920,['someone (female)'],אחת
921,['someone (female)'],אחת
922,['someone (female)'],אחת
923,['someone (female)'],אחת
924,['someone (female)'],אחת
925,['someone (female)'],אחת
926,"['once a week (month, year)']",אחת לשבוע [לחדש
927,"['one or the other', 'make up your mind']",אחת מן השתים
928,"['eleven (female)', 'eleven']",אחת עשרה
929,['(slang) get a move on'],אחת שתים
930,['(literary) slowly'],אט
931,"['clothes peg', 'clothespin', 'clip (noun)']",אטב
932,"['boxthorn', 'thorn bush']",אטד
933,['eta (Greek letter)'],אטה
934,['atavism'],אטויזם
935,['atavistic'],אטויסטי
936,['atoll'],אטול
937,['atom'],אטום
938,"['sealed', 'opaque', '(colloquial) blocked', 'clogged']",אטום
939,"['sealing', 'enclosure', 'impermeability']",אטום
940,"['atomic', '(slang) enormous', 'prodigious', 'colossal']",אטומי
941,['atomism'],אטומיזם
942,['atomization'],אטומיזציה
943,['atonal'],אטונלי
944,['(medicine) atopic'],אטופי
945,['(medicine) atopy'],אטופיה
946,"['etatism', 'statism (doctrine of centralized government control)']",אטטיזם
947,"['slow', 'dawdling', 'deliberate', 'prolonged', 'drawn out']",אטי
948,"['etude', 'study']",אטיוד
949,['etiological'],אטיולוגי
950,['etiology'],אטיולוגיה
951,['slowness'],אטיות
952,['Impervious'],אטים
953,"['sealing', 'opacification', 'blocking', 'sealing']",אטימה
954,['etymological'],אטימולוגי
955,"['etymology', 'derivation']",אטימולוגיה
956,"['impermeability', 'imperviousness', 'inflexibility', 'unreceptiveness', 'unswayability']",אטימות
957,['etiquette'],אטיקט
958,"['atelier', 'studio']",אטליה
959,['butcher shop'],אטליז
960,['Atlanta'],אטלנטה
961,['Atlantic'],אטלנטי
962,['Atlantis (legendary island)'],אטלנטיס
963,['atlas'],אטלס
964,['satin'],אטלס
965,['(medicine) infarction'],אטם
966,['to seal'],אטם
967,"['seal', 'gasket']",אטם
968,"['to seal', 'to close']",אטם
969,"['atmosphere', 'ambience', 'mood']",אטמוספרה
970,['Atmospheric'],אטמוספרי
971,['(pathology) atresia'],אטמות
972,['to automate'],אטמט
973,['Etna (Mountain)'],אטנה
974,"['(biblical and literary) to close', 'to seal']",אטר
975,['left-handed person'],אטר
976,['Etruscan'],אטרוסקי
977,['Etruscan'],אטרוסקית
978,['atrophy'],אטרופיה
979,['atropine'],אטרופין
980,['attribute'],אטריבוט
981,['(grammar) attributive (Usu. refers to adjective)'],אטריבוטיבי
982,"['noodle', 'macaroni', 'vermicelli']",אטריה
983,['atrium'],אטריום
984,"['(slang) craziness', 'insanity', 'hysteria', 'stress']",אטרף
985,"['alluring', 'enticing', 'attractive']",אטרקטיבי
986,"['allure', 'attraction']",אטרקטיביות
987,"['attraction', 'appeal', 'pull']",אטרקציה
988,['island'],אי
989,"['non-', 'un - (negation)']",אי
990,"['in-', 'il-', 'im-', 'ir- (indecisive, illogical, impossible, irrational)']",אי
