,0
1905,דגימה
1906,דגן
1907,לדגור
1908,דגש
1909,להדגיש
1910,לדדות
1911,לדהות
1912,דהוי
1913,להדהות
1914,דהיינו
1915,שנית
1916,שנית
1917,שינית
1918,שינית
1919,להידהם
1920,תדהמה
1921,להדהים
1922,מדהים
1923,לדהור
1924,דובדבן
1925,לדוג
1926,דג
1927,דוגרי
1928,דוד
1929,דוד
1930,דודא
1931,דודה
1932,דווקא
1933,לדווח
1934,שנית
1935,שנית
1936,שינית
1937,שינית
1938,מדיח
1939,להדיח
1940,הדחה
1941,דיווח
1942,דווה
1943,לדוות
1944,דוכן
1945,דולפין
1946,דולר
1947,דומדמנית
1948,לדון
1949,להידון
1950,דוור
1951,דור
1952,דירה
1953,שנית
1954,שנית
1955,שינית
1956,שינית
1957,מדורה
1958,לדור
1959,לדוש
1960,דיווש
1961,דוושה
1962,לדווש
1963,להידחות
1964,דחיינות
1965,דחיין
1966,לדחות
1967,דיחוי
1968,דחוי
1969,דוחה
1970,דחייה
1971,לדחוס
1972,שנית
1973,שנית
1974,שינית
1975,שינית
1976,מדחס
1977,דחיסה
1978,לדחוף
1979,דחיפות
1980,להידחף
1981,דחוף
1982,לדחוק
1983,דחק
1984,דוחק
1985,דחיקה
1986,דחוק
1987,הדחקה
1988,הדחק
1989,להידחק
1990,להדחיק
1991,שנית
1992,שנית
1993,שינית
1994,שינית
1995,דיאטה
1996,דייג
1997,דיו
1998,דיונון
1999,דיוקן
2000,דיי
2001,דייסה
2002,דייל
2003,דילמה
2004,דיין
2005,דיון
2006,דין
2007,מדינה
2008,להידיין
2009,מדיני
2010,שנית
2011,שנית
2012,שינית
2013,שינית
2014,דינוזאור
2015,לדייק
2016,דיוק
2017,מדויק
2018,דייקן
2019,דייר
2020,דיור
2021,דיכאון
2022,לדכא
2023,לדכדך
2024,לדלוג
2025,לדלג
2026,דילוג
2027,מדולדל
2028,לדלדל
2029,שנית
2030,שנית
2031,שינית
2032,שינית
2033,להידלדל
2034,דלוח
2035,לדלות
2036,לדלות
2037,דל
2038,דלות
2039,דל
2040,דליל
2041,לדלל
2042,דלעת
2043,לדלוף
2044,דליפה
2045,להדליף
2046,דלפק
2047,להידלק
2048,שנית
2049,שנית
2050,שינית
2051,שינית
2052,דליקות
2053,דלק
2054,דלקת
2055,דלוק
2056,הדלקה
2057,לדלוק
2058,להדליק
2059,דלקה
2060,דליק
2061,דלת
2062,לדמדם
2063,דמוקרטיה
2064,לדמות
2065,להידמות
2066,דמות
2067,שנית
2068,שנית
2069,שינית
2070,שינית
2071,דמיון
2072,תדמית
2073,לדמות
2074,להדמות
2075,הדמיה
2076,להידמות
2077,דמים
2078,לדמיין
2079,להידום
2080,לדום
2081,דם
2082,דממה
2083,דומיה
2084,לדמם
2085,לדמוע
2086,שנית
2087,שנית
2088,שינית
2089,שינית
2090,דמעה
2091,לדסקס
2092,לדעוך
2093,דעיכה
2094,דפדפת
2095,דפדפן
2096,דיפדוף
2097,לדפדף
2098,מדופלם
2099,דופן
2100,דפוס
2101,מדפסת
2102,תדפיס
2103,הדפסה
2104,להדפיס
2105,שנית
2106,שנית
2107,שינית
2108,שינית
2109,להידפס
2110,דף
2111,להידפק
2112,לדפוק
2113,דפיקה
2114,דופק
2115,להידפק
2116,דיקדוק
2117,לדקדק
2118,דקל
2119,דיקלום
2120,לדקלם
2121,דקה
2122,דק
2123,דקות
2124,שנית
2125,שנית
2126,שינית
2127,שינית
2128,דקיק
2129,לדקור
2130,דקירה
2131,להידקר
2132,לדרבן
2133,דרבן
2134,לדרג
2135,מדרגה
2136,הדרגה
2137,דרגה
2138,דרג
2139,דירוג
2140,לדרדר
2141,להידרדר
2142,דרור
2143,שנית
2144,שנית
2145,שינית
2146,שינית
2147,דרור
2148,תדריך
2149,דרך
2150,הדרכה
2151,מדרכה
2152,דרכון
2153,להידרך
2154,להדריך
2155,לדרוך
2156,להידרך
2157,להדרים
2158,דרום
2159,דרומה
2160,דרומי
2161,דורס
2162,שנית
2163,שנית
2164,שינית
2165,שינית
2166,להידרס
2167,לדרוס
2168,דריסה
2169,להידרש
2170,דרישה
2171,דרוש
2172,מדרש
2173,מדרשה
2174,לדרוש
2175,דשא
2176,להדשיא
2177,מדשאה
2178,לדשדש
2179,דישון
2180,דושן
2181,שנית
2182,שנית
2183,שינית
2184,שינית
2185,דשן
2186,לדשן
2187,דת
2188,דתי
2189,האם
2190,להבהב
2191,לההביל
2192,הביל
2193,הבל
2194,הברה
2195,להגות
2196,היגיון
2197,להיהגות
2198,הגייה
2199,הגה
2200,שנית
2201,שנית
2202,שינית
2203,שינית
2204,הגה
2205,הוגן
2206,הגון
2207,להגר
2208,הגירה
2209,מהגר
2210,הד
2211,הדדי
2212,להדהד
2213,הדס
2214,להדוף
2215,להיהדף
2216,הדק
2217,להתהדק
2218,הדוק
2219,שנית
2220,שנית
2221,שינית
2222,שינית
2223,להדק
2224,נהדר
2225,מהדורה
2226,הדר
2227,להתהדר
2228,הדר
2229,להדר
2230,מהודר
2231,להדור
2232,הוא
2233,תהודה
2234,הוד
2235,התהוות
2236,להתהוות
2237,הווה
2238,שנית
2239,שנית
2240,שינית
2241,שינית
2242,הוי
2243,להוות
2244,מהומה
2245,הון
2246,להוון
2247,להזות
2248,הזייה
2249,הזוי
2250,החוצה
2251,היא
2252,היגיינה
2253,הידד
2254,היות
2255,היום
2256,להיות
2257,שנית
2258,שנית
2259,שינית
2260,שינית
2261,נהיה
2262,היכל
2263,היכן
2264,הינה
2265,היסטורי
2266,היסטוריה
2267,הכא
2268,הכי
2269,הל
2270,הלאה
2271,הלוואי
2272,ללכת
2273,להלך
2274,להתהלך
2275,מהלך
2276,שנית
2277,שנית
2278,שינית
2279,שינית
2280,הליך
2281,הליכה
2282,הלכה
2283,תהליך
2284,הילוך
2285,לכת
2286,תהלוכה
2287,התהוללות
2288,להתהלל
2289,הוללות
2290,הילה
2291,תהילה
2292,תהילות
2293,הולל
2294,להתהולל
2295,שנית
2296,שנית
2297,שינית
2298,שינית
2299,להלל
2300,לההל
2301,תהילים
2302,להלום
2303,להלום
2304,הלם
2305,הם
2306,להמהם
2307,המון
2308,המון
2309,המוני
2310,להמות
2311,להמות
2312,המולה
2313,להום
2314,שנית
2315,שנית
2316,שינית
2317,שינית
2318,מהמם
2319,המום
2320,להמם
2321,הימור
2322,להמר
2323,הן
2324,הנאה
2325,מהנדס
2326,הנדסה
2327,להנדס
2328,להנהן
2329,ליהנות
2330,להסות
2331,להסס
2332,להתהפך
2333,שנית
2334,שנית
2335,שינית
2336,שינית
2337,הפיך
2338,הפכפך
2339,תהפוכה
2340,הפיכה
2341,להפוך
2342,להיהפך
2343,היפוך
2344,מהפכה
2345,התהפכות
2346,הפוך
2347,הפך
2348,להפנט
2349,הפקר
2350,להרוג
2351,להיהרג
2352,שנית
2353,שנית
2354,שינית
2355,שינית
2356,הריגה
2357,להרהר
2358,הירהור
2359,להרות
2360,היריון
2361,הרה
2362,הורה
2363,הרי
2364,להרוס
2365,הרס
2366,הריסה
2367,להיהרס
2368,הרף
2369,הרפתקה
2370,הר
2371,שנית
2372,שנית
2373,שינית
2374,שינית
2375,להתל
2376,ו
2377,ודאות
2378,ודאי
2379,לוודא
2380,להתוודות
2381,וידוי
2382,להתוודע
2383,וו
2384,ויטמין
2385,וילון
2386,ויכוח
2387,להתווכח
2388,תוכחה
2389,להוליך
2390,שנית
2391,שנית
2392,שינית
2393,שינית
2394,מוליך
2395,ויסות
2396,לווסת
2397,וסת
2398,ועדה
2399,ועד
2400,ועידה
2401,ועוד
2402,להווריד
2403,ורד
2404,וריד
2405,ורוד
2406,ותק
2407,ותיק
2408,ויתור
2409,שנית
2410,שנית
2411,שינית
2412,שינית
2413,לוותר
2414,נותר
2415,זאב
2416,זאת
2417,זבוב
2418,לזבוח
2419,לזבח
2420,זבח
2421,מזבח
2422,להיזבח
2423,זבל
2424,מזבלה
2425,לזבל
2426,זברה
2427,זיגוג
2428,שנית
2429,שנית
2430,שינית
2431,שינית
2432,זגג
2433,זג
2434,להזדגג
2435,לזגג
2436,לזגזג
2437,זה
2438,זהב
2439,זהוב
2440,להזהיב
2441,להזדהות
2442,זיהוי
2443,זהה
2444,זהות
2445,הזדהות
2446,לזהות
2447,שנית
2448,שנית
2449,שינית
2450,שינית
2451,זיהום
2452,לזהם
2453,להזדהם
2454,אזהרה
2455,לזהור
2456,להיזהר
2457,הזהרה
2458,זהיר
2459,זהירות
2460,להזהיר
2461,זו
2462,לזוב
2463,לזווג
2464,להזדווג
2465,זוג
2466,שנית
2467,שנית
2468,שינית
2469,שינית
2470,הזדווגות
2471,לזווד
2472,מזוודה
2473,מזווד
2474,לזוד
2475,זדון
2476,לזוז
2477,להזיז
2478,תזוזה
2479,הזזה
2480,לזוח
2481,זוטות
2482,זוטר
2483,זווית
2484,זול
2485,שנית
2486,שנית
2487,שינית
2488,שינית
2489,זולת
2490,להזין
2491,להיזון
2492,מזון
2493,הזנה
2494,לזון
2495,מזנון
2496,תזונה
2497,להזיע
2498,זוועתי
2499,לזוע
2500,זוועה
2501,זר
2502,להיזור
2503,מוזר
2504,שנית
2505,שנית
2506,שינית
2507,שינית
2508,מזוות
2509,לזוות
2510,זחיח
2511,להזדחל
2512,זחילה
2513,זחל
2514,לזחול
2515,זוחל
2516,מזחלת
2517,להזיד
2518,זיו
2519,להזדיין
2520,זין
2521,לזיין
2522,זיע
2523,שנית
2524,שנית
2525,שינית
2526,שינית
2527,זיף
2528,לזייף
2529,זיקית
2530,זירה
2531,זית
2532,לזכות
2533,זכות
2534,זכאי
2535,זיכוי
2536,לזכות
2537,זכייה
2538,זכיין
2539,זכוי
2540,זך
2541,מזוכך
2542,שנית
2543,שנית
2544,שינית
2545,שינית
2546,לזכך
2547,זכוכית
2548,לזכור
2549,להיזכר
2550,זכירה
2551,תזכורת
2552,אזכרה
2553,זכר
2554,מזכרת
2555,הזכרה
2556,זיכרון
2557,מזכר
2558,מזכיר
2559,להזכיר
2560,זכור
2561,שנית
2562,שנית
2563,שינית
2564,שינית
2565,מוזכר
2566,זכר
2567,לזלוג
2568,מזלג
2569,זלזל
2570,מזלזל
2571,לזלזל
2572,לזלול
2573,זלילה
2574,להזליף
2575,מזלף
2576,זימזום
2577,לזמזם
2578,זמזם
2579,זימה
2580,שנית
2581,שנית
2582,שינית
2583,שינית
2584,מזימה
2585,להזים
2586,לזמום
2587,זמין
2588,זמינות
2589,הזדמנות
2590,הזמנה
2591,זמן
2592,זמני
2593,לזמן
2594,להזמין
2595,מזומן
2596,להזדמן
2597,תזמורת
2598,זמר
2599,שנית
2600,שנית
2601,שינית
2602,שינית
2603,זמר
2604,מזמור
2605,לזמר
2606,לזמור
2607,זמירה
2608,זמיר
2609,זמרה
2610,זן
2611,זנבנב
2612,זנב
2613,לזנב
2614,להזדנב
2615,זנגביל
2616,לזנוח
2617,זניח
2618,שנית
2619,שנית
2620,שינית
2621,שינית
2622,להזניח
2623,זנות
2624,לזנות
2625,לזנות
2626,זינוק
2627,לזנק
2628,להזניק
2629,לזעזע
2630,להזדעזע
2631,זעזוע
2632,לזעום
2633,להיזעם
2634,זעם
2635,לזעוף
2636,להזעיף
2637,שנית
2638,שנית
2639,שינית
2640,שינית
2641,לזעוק
2642,אזעקה
2643,זעקה
2644,להזעיק
2645,להיזעק
2646,להזדעק
2647,זעיר
2648,לזער
2649,זפת
2650,לזפת
2651,להזדקן
2652,זקן
2653,זקן
2654,זקנה
2655,זקונים
2656,שנית
2657,שנית
2658,שינית
2659,שינית
2660,להזקין
2661,זקן
2662,להזדקף
2663,זקפה
2664,זקוף
2665,לזקוף
2666,להיזקף
2667,זיקוק
2668,להיזקק
2669,זקוק
2670,זיקוק
2671,לזקק
2672,להזקיק
2673,זיקה
2674,הזדקקות
2675,שנית
2676,שנית
2677,שינית
2678,שינית
2679,להזדקק
2680,להזדקר
2681,זקור
2682,מזורגג
2683,לזרגג
2684,זרד
2685,לזרז
2686,להזדרז
2687,זריזות
2688,זריז
2689,זרז
2690,לזרזף
2691,אזרח
2692,לזרוח
2693,אזרחות
2694,שנית
2695,שנית
2696,שינית
2697,שינית
2698,זריחה
2699,מזרח
2700,מזרחה
2701,מזרחי
2702,לזרות
2703,להיזרות
2704,זרם
2705,תזרים
2706,זרימה
2707,להזרים
2708,לזרום
2709,מזרן
2710,לזרוע
2711,זרע
2712,להיזרע
2713,שנית
2714,שנית
2715,שינית
2716,שינית
2717,להזריע
2718,זרוע
2719,לזרוק
2720,להיזרק
2721,מזרקה
2722,זריקה
2723,להזריק
2724,זר
2725,להיחבא
2726,להתחבא
2727,להחביא
2728,מחבוא
2729,תחביב
2730,חביב
2731,לחבב
2732,שנית
2733,שנית
2734,שינית
2735,שינית
2736,לחבוב
2737,להתחבב
2738,חיבה
2739,חבוש
2740,לחבוט
2741,מחבט
2742,להיחבט
2743,להתחבט
2744,חבוי
2745,חבל
2746,חובל
2747,תחבולה
2748,חבילה
2749,חבול
2750,חבל
2751,שנית
2752,שנית
2753,שינית
2754,שינית
2755,לחבל
2756,להיחבל
2757,לחבול
2758,מחבל
2759,חיבוק
2760,לחבוק
2761,לחבק
2762,להתחבק
2763,להחביר
2764,להתחבר
2765,חברה
2766,התחברות
2767,מחברת
2768,תחביר
2769,חבורה
2770,שנית
2771,שנית
2772,שינית
2773,שינית
2774,חברה
2775,חבר
2776,לחבור
2777,חברתי
2778,לחבר
2779,חיבור
2780,תחבורה
2781,חברת תעופה
2782,להיחבש
2783,לחבוש
2784,חבישה
2785,חובש
2786,חביתה
2787,מחבת
2788,חגיגה
2789,שנית
2790,שנית
2791,שינית
2792,שינית
2793,חג
2794,לחוג
2795,להיחגג
2796,חגיגי
2797,לחגור
2798,חגורה
2799,חד
2800,חדות
2801,חד
2802,לחדד
2803,חדווה
2804,מחדל
2805,חידלון
2806,לחדול
2807,חדק
2808,שנית
2809,שנית
2810,שינית
2811,שינית
2812,להחדיר
2813,חדר
2814,לחדור
2815,חדר אוכל
2816,חדר אמבטיה
2817,חדר כושר
2818,חדר שינה
2819,חדש
2820,להתחדש
2821,חודש
2822,התחדשות
2823,חדשן
2824,חדשני
2825,חודשיים
2826,חודשי
2827,שנית
2828,שנית
2829,שינית
2830,שינית
2831,לחדש
2832,חידוש
2833,תחדיש
2834,לחוב
2835,לחוג
2836,מחוגה
2837,מחוג
2838,לחוד
2839,חידה
2840,חידון
2841,חווה
2842,מחוז
2843,חוח
2844,חוט
2845,לחווט
2846,שנית
2847,שנית
2848,שינית
2849,שינית
2850,חוויה
2851,מחווה
2852,להחוות
2853,מחווה
2854,לחוות
2855,לחוות
2856,לחול
2857,להתחולל
2858,להחיל
2859,לחולל
2860,חול
2861,חום
2862,חומה
2863,חומוס
2864,לחוס
2865,שנית
2866,שנית
2867,שינית
2868,שינית
2869,חוף
2870,חיצון
2871,חיצוני
2872,חוץ
2873,להתחוור
2874,להחוויר
2875,חיוור
2876,חיוורון
2877,לחוש
2878,להחיש
2879,תחושה
2880,מוחש
2881,מוחשי
2882,תחושתי
2883,חזה
2884,שנית
2885,שנית
2886,שינית
2887,שינית
2888,תחזית
2889,לחזות
2890,להתחזות
2891,חזית
2892,התחזות
2893,מחזה
2894,חוזה
2895,חוזה
2896,חזון
2897,להיחזות
2898,מחזאי
2899,חיזיון
2900,חזייה
2901,חזיר
2902,חזן
2903,שנית
2904,שנית
2905,שינית
2906,שינית
2907,החזקה
2908,להתחזק
2909,להחזיק
2910,חיזוק
2911,לחזוק
2912,חוזק
2913,חזק
2914,חזקה
2915,חזקה
2916,לחזק
2917,תחזוקה
2918,חיזור
2919,חיזור
2920,להחזיר
2921,החזר
2922,שנית
2923,שנית
2924,שינית
2925,שינית
2926,מחזור
2927,חזרה
2928,לחזור
2929,לחזר
2930,להתחזר
2931,חזרת
2932,חזרת
2933,להחטיא
2934,לחטוא
2935,להתחטא
2936,לחטא
2937,חטא
2938,לחטוב
2939,חטיבה
2940,חטיבה
2941,שנית
2942,שנית
2943,שינית
2944,שינית
2945,להיחטב
2946,לחטט
2947,חט
2948,חטט
2949,להחטיף
2950,חטוף
2951,חטיפה
2952,להיחטף
2953,לחטוף
2954,חטיף
2955,החייאה
2956,להתחייב
2957,לחייב
2958,מחויב
2959,חובה
2960,שנית
2961,שנית
2962,שינית
2963,שינית
2964,חייב
2965,חייב
2966,חוב
2967,חיוב
2968,חיובי
2969,חיובי
2970,התחייבות
2971,מחויבות
2972,לחייג
2973,חיוג
2974,לחייה
2975,חייט
2976,לחייט
2977,חיות
