,Gmatria Value,English,Hebrew
603,268,['optimization'],אופטימיזציה
604,225,['optimist'],אופטימיסט
605,235,['optimistic (person)'],אופטימיסטי
606,186,['optimal'],אופטימלי
607,217,['optician'],אופטיקאי
608,211,['optics'],אופטיקה
609,107,['opiate'],אופיאט
610,143,['opium'],אופיום
611,297,['Ofir (Hebrew name)'],אופיר
612,302,['Ofira (also: Ophira) (Hebrew name)'],אופירה
613,117,['opal (gemstone)'],אופל
614,137,"['wheel', '(theology) Ophan', 'angel']",אופן
615,213,"['motorbike', 'motorcycle']",אופנוע
616,263,"['motor cyclist', 'biker']",אופנוען
617,147,['-wheeled'],אופני
618,187,['bicycle'],אופנים
619,219,"['offensive', 'attacking']",אופנסיבי
620,147,['(colloquial) oops!'],אופס
621,156,['offset printing'],אופסט
622,192,['option'],אופציה
623,283,['optional'],אופציונלי
624,298,['operatic'],אופראי
625,292,['opera'],אופרה
626,343,['(microbiology) operon'],אופרון
627,301,['operetta'],אופרטה
628,502,['operator'],אופרטור
629,318,"['operational', 'functional', 'operative']",אופרטיבי
630,341,['(mathematics and computing) operand'],אופרנד
631,346,['operant (noun)'],אופרנט
632,356,['operant'],אופרנטי
633,392,"['campaign', 'operation']",אופרציה
634,483,['operational'],אופרציונלי
635,612,['ophthalmologic'],אופתלמולוגי
636,617,['ophthalmology'],אופתלמולוגיה
637,142,['ocelot'],אוצלוט
638,297,"['treasure', 'hoard', 'collection', ""apple of one's eye"", 'darling', 'treasury', 'anthology', 'האוצר - The Treasury']",אוצר
639,297,['curator'],אוצר
640,417,['vocabulary'],אוצר מלים
641,703,['curatorship'],אוצרות
642,209,"['occult (noun)', 'occultism']",אוקולטיזם
643,229,['Serranus (fish)'],אוקונוס
644,123,['(music) octave'],אוקטבה
645,175,['octagon'],אוקטגון
646,381,['octahedron'],אוקטהדרון
647,324,['October'],אוקטובר
648,225,['octophobia'],אוקטופוביה
649,125,['octet'],אוקטט
650,166,['octane'],אוקטן
651,117,['O.K.'],אוקי
652,472,['oceanography'],אוקיאנוגרפיה
653,178,['oceanic'],אוקיאני
654,233,"['Ocean', 'the sea']",אוקינוס
655,837,"['Northern ocean', 'Arctic ocean']",אוקינוס [ים] הקרח הצפוני
656,182,['Oceania'],אוקיניה
657,193,['Oklahoma'],אוקלהומה
658,191,['Auckland'],אוקלנד
659,181,['oxide'],אוקסיד
660,479,['oxymoron'],אוקסימורון
661,457,['Oxford (noun)'],אוקספורד
662,373,['Ukraine'],אוקראינה
663,378,['Ukrainian'],אוקראיני
664,378,['Ukrainian (person)'],אוקראיני
665,778,['Ukrainian (language)'],אוקראינית
666,207,"['sunlight', 'light', 'lamp']",אור
667,207,"['fire', 'blaze (noun)']",אור
668,207,['Or (Hebrew name)'],אור
669,213,['urea'],אוראה
670,238,['Orel (Hebrew name)'],אוראל
671,209,"['someone lying in wait', 'in ambush']",אורב
672,258,['orbital'],אורביטל
673,269,['urban'],אורבני
674,316,['urbanism'],אורבניזם
675,381,['urbanization'],אורבניזציה
676,210,['weaver'],אורג
677,266,['Oregon'],אורגון
678,262,['orgasm'],אורגזמה
679,300,['orgiastic'],אורגיאסטי
680,225,['orgy'],אורגיה
681,300,['original'],אורגינל
682,310,['original'],אורגינלי
683,716,['originality'],אורגינליות
684,260,['organ (musical instrument)'],אורגן
685,260,"['organ', 'agency', 'forum']",אורגן
686,266,['oregano (also: origanum)'],אורגנו
687,395,['organoleptic (involving the use of senses)'],אורגנולפטי
688,272,['organza (thin fabric)'],אורגנזה
689,270,"['organic', 'integral (part)', 'inseparable (part)']",אורגני
690,317,"['organism', 'living object', 'viable entity']",אורגניזם
691,339,['organist'],אורגניסט
692,670,['small organ (musical instrument)'],אורגנית
693,217,['Urdu (language)'],אורדו
694,329,['(Geology) Ordovician'],אורדוביק
695,285,['(mathematics) ordinate'],אורדינטה
696,311,['ordinal'],אורדינלי
697,212,['Ora (also: Orah) (Hebrew name)'],אורה
698,212,"['(flowery) bright light', 'radiance']",אורה
699,435,"['(flowery) to be pleased', 'to show happiness (Literally: His face lit up)']",אורו [האירו
700,233,['Uruguay'],אורוגואי
701,233,['Uruguayan (person)'],אורוגואי
702,233,['Uruguayan'],אורוגואי
703,252,['urologist'],אורולוג
704,267,['urology'],אורולוגיה
705,263,['Uranus'],אורון
706,263,['Oron (Hebrew name)'],אורון
707,413,"['airing', 'ventilation']",אורור
708,214,"['packer', 'mover']",אורז
709,215,"['guest', 'visitor']",אורח
710,220,"['caravan (of people, animals)']",אורחה
711,437,['oratorio'],אורטוריה
712,246,['Ortal (Hebrew name)'],אורטל
713,217,['Uri (Hebrew name)'],אורי
714,217,['Ori (Hebrew name)'],אורי
715,248,['Uriel (Hebrew name)'],אוריאל
716,270,['origami'],אוריגמי
717,222,['Uriah (Hebrew name)'],אוריה
718,273,['(astronomy) Orion'],אוריון
719,753,"[""(Biblical) Urim and Thummim (Objects in the High Priest's breastplate)"", 'oracle', 'unimpeachable source', 'pundit', 'guru']",אורים ותמים
720,379,['Orinoco'],אורינוקו
721,673,"['literacy', 'reading skills', 'language skills', 'erudition', 'scholarship']",אורינות
722,276,['the Orient'],אורינט
723,316,['oriental'],אורינטלי
724,363,['Orientalism'],אורינטליזם
725,381,"['orientation', 'sense of direction', 'trend', 'tendency', 'inclination']",אורינטציה
726,277,"['literate', 'erudite', 'lettered']",אוריני
727,427,"['airy', 'delicate', 'light', 'fluffy']",אורירי
728,617,['Orit (Hebrew name)'],אורית
729,618,"['(Aramaic) the Bible', 'מדאורייתא - (Aramaic) Of Biblical origin']",אוריתא
730,247,['orchid'],אורכידאה
731,237,"['Ural (mountains)', 'Ural (river)']",אורל
732,306,"['clock', 'timepiece', 'grandfather clock']",אורלוגין
733,293,['(textiles) (trademark) Orlon'],אורלון
734,247,"['oral', '(Psychoanalysis) oral phase']",אורלי
735,247,['Orly (also: Orli) (Hebrew name)'],אורלי
736,262,['uremia'],אורמיה
737,326,['orangutan'],אורנגאוטן
738,262,['Orna (Hebrew name)'],אורנה
739,323,['Uranus'],אורנוס
740,313,['uranium'],אורניום
741,712,['ornithologist'],אורניתולוג
742,727,['ornithology'],אורניתולוגיה
743,396,['ornamental'],אורנמנטלי
744,276,['Everest'],אורסט
745,282,['aversion'],אורסיה
746,353,['audiovisual'],אורקולי
747,337,"['oracle', 'oracle', 'unimpeachable source', 'pundit', 'guru']",אורקל
748,407,"['to air', 'ventilate', '(colloquial) to freshen', '(colloquial) to air (idea, proposal)']",אורר
749,407,"['to be aired', 'to be ventilated']",אורר
750,407,"['vent', 'ventilation opening']",אורר
751,613,['ortho-'],אורתו
752,712,"['orthogonal', 'perpendicular']",אורתוגונלי
753,678,['orthogenesis'],אורתוגנזה
754,906,['orthographic'],אורתוגרפי
755,911,"['orthography', 'spelling']",אורתוגרפיה
756,682,['orthodontist'],אורתודונט
757,697,['orthodontics'],אורתודונטיה
758,783,['orthodox person'],אורתודוקס
759,793,['orthodox'],אורתודוקסי
760,798,['orthodoxy'],אורתודוקסיה
761,697,"['orthopedist', 'orthopedic surgeon']",אורתופד
762,707,['orthopedic'],אורתופדי
763,712,['orthopedics'],אורתופדיה
764,988,['orthorexia'],אורתורקסיה
765,307,['(literary) to make light sound'],אוש
766,312,"['(literary) murmur', 'undertone', '(medicine) murmur', 'bruit']",אושה
767,607,['to encourage'],אושש
768,607,"['(literary) to murmur', 'to make light sound']",אושש
769,407,"['sign (noun)', 'omen', 'sign', 'indication', '(military) ribbon', 'badge', 'לאות - as a sign of']",אות
770,407,['letter (of alphabet)'],אות
771,407,"['him', 'it', 'that', 'same', 'the very one']",אות
772,479,['euthanasia'],אותנזיה
773,476,['authentic'],אותנטי
774,882,['authenticity'],אותנטיות
775,807,"['to signal', 'to indicate']",אותת
776,8,"['then', 'at that time', 'then', 'followed by', '(colloquial) So', '(colloquial) then what?']",אז
777,53,['(colloquial) So what?'],אז מה
778,79,['asbestos'],אזבסט
779,162,['asbestosis (lung disease)'],אזבסטוזיס
780,632,"['Margosa tree', 'Persian lilac', 'Pride of India']",אזדרכת
781,218,['warning'],אזהרה
782,16,['hyssop'],אזוב
783,26,['hyssop-like'],אזובי
784,82,['lavender'],אזוביון
785,426,['oregano (also: origanum)'],אזובית
786,233,['esoteric'],אזוטרי
787,338,"['esoterica', 'esoteric matters']",אזוטריקה
788,64,"['balance (noun)', 'equilibrium', 'parity']",אזון
789,114,"['handcuffed', 'bound', 'chained']",אזוק
790,214,"['region', 'area', 'zone', '(military) Sector']",אזור
791,214,['(literary) to gird'],אזור
792,214,"['(biblical) girdle', 'belt']",אזור
793,224,['regional'],אזורי
794,18,['then'],אזי
795,48,"['depletable', 'consumable', 'exhaustible']",אזיל
796,73,['azimuth'],אזימוט
797,118,['handcuff'],אזיק
798,123,['handcuffing'],אזיקה
799,234,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
800,234,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
801,234,"['reference', 'quotation', 'citation', 'mention (noun)']",אזכור
802,228,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
803,228,['to be mentioned'],אזכר
804,228,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
805,228,['to be mentioned'],אזכר
806,228,"['to make reference', 'to refer to', 'to quote', 'to cite']",אזכר
807,228,['to be mentioned'],אזכר
808,228,['to be mentioned'],אזכר
809,228,['to be mentioned'],אזכר
810,233,"['memorial', 'commemoration']",אזכרה
811,38,"['to be used up', 'to be exhausted']",אזל
812,39,['(Aramaic) azla (biblical cantillation symbol)'],אזלא
813,78,"['chisel', 'scalpel']",אזמל
814,255,['emerald (precious stone)'],אזמרגד
815,58,"['(anatomy) ear', 'external ear', '(colloquial) ear for .…', '(colloquial) handle', 'lug']",אזן
816,58,['to be balanced'],אזן
817,58,"['to balance', 'to counterbalance', 'to counteract', 'to neutralize', 'to balance a budget', '(accounting) to balance the books']",אזן
818,73,['(nonstandard form) earphone'],אזניה
819,468,['earphone'],אזנית
820,183,"['alarm', 'siren']",אזעקה
821,108,"['to bind with handcuffs', 'to restrict']",אזק
822,108,"['to bind with handcuffs', 'to restrict']",אזק
823,164,"['cable tie', 'plastic or nylon restraint']",אזקון
824,158,['handcuffs'],אזקים
825,208,['(Biblical) to gird'],אזר
826,222,"['naturalization', 'bestowing of citizenship', 'civilianization', 'localization']",אזרוח
827,216,"['citizen', 'civilian']",אזרח
828,216,"['to civilianize', 'to naturalize', 'to bestow citizenship']",אזרח
829,622,"['citizenship', 'civics', '(military slang) civilian life', 'civvy street']",אזרחות
830,226,"['civilian', '(law) civil']",אזרחי
831,226,"['(military slang) civilian clothes', 'civvies']",אזרחי
832,9,"['brother', 'sibling', 'male nurse', 'compatriot', 'countryman', '(flowery) close friend', 'buddy', 'pal', '(Christianity) Brother', 'אחי - (slang) buddy', 'pal', 'mate']",אח
833,9,"['fireplace', 'hearth']",אח
834,9,"['Oh! Ouch!', 'Wow!']",אח
835,20,['siblings'],אחאי
836,13,"['one', 'single', 'unique', 'first', 'former', 'someone', 'somebody', 'כאחד - simultaneously', 'at the same time', 'at one and the same time']",אחד
837,13,"['someone', 'anyone', 'one', 'a type']",אחד
838,13,"['to join', 'to unite', 'to combine', 'to merge', 'to unify', 'to consolidate']",אחד
839,13,['to be united'],אחד
840,13,"['someone', 'anyone', 'one', 'a type']",אחד
841,13,"['someone', 'anyone', 'one', 'a type']",אחד
842,13,"['someone', 'anyone', 'one', 'a type']",אחד
843,13,"['someone', 'anyone', 'one', 'a type']",אחד
844,13,"['someone', 'anyone', 'one', 'a type']",אחד
845,336,"[""April Fools' Day""]",אחד באפריל
846,66,"['The First of May', 'May Day']",אחד במאי
847,583,['eleven'],אחד עשר
848,419,"['unity', 'unification']",אחדות
849,429,"['integrated', 'united', 'unified']",אחדותי
850,63,"['a few', 'several', 'some']",אחדים
851,14,"['to stitch together', 'to patch. to darn', '(flowery) to unite']",אחה
852,14,"['to be united', 'to be joined together']",אחה
853,15,"['pasture', 'grazing land', 'meadow']",אחו
854,19,"['unification', 'merger', 'unity']",אחוד
855,19,"['integral', 'complete', 'united', 'containerized']",אחוד
856,20,"['fraternity', 'comradeship', 'brotherhood']",אחוה
857,22,"['percentage', 'percent', 'part', 'fraction']",אחוז
858,22,"['caught', 'held', 'attached', 'connected', 'full of ...', 'gripped with .…']",אחוז
859,78,['percentile'],אחוזון
860,25,"['union', 'fusion', '(syntax) coordination']",אחוי
861,45,"['wish', 'greeting', 'wishes', 'greetings']",אחול
862,215,['(flowery) back'],אחור
863,215,"['delay', 'tardiness', 'lateness', 'באיחור - late (adverb)']",אחור
864,215,"['(literary) reverse', 'backward', ""אחורי - (literary) someone's back""]",אחור
865,220,"['backwards', 'in reverse']",אחורה
866,225,"['rear', 'in the back', 'back']",אחורי
867,265,"['buttocks', 'backside', 'rump']",אחורים
868,675,"['backwards', 'in reverse']",אחורנית
869,575,"['(slang) fantastic', 'wonderful', 'great', '(slang) very bad', 'terrible']",אחושרמוטה
870,415,"['sister', 'sibling', 'nurse (female)', 'close relation', 'kinswoman', '(Christianity) Sister (Nun)']",אחות
871,16,"['to grasp', 'grab', 'to affect', 'overcome', '(archaic) to reach', 'to be up to']",אחז
872,21,"['estate', 'property', 'holdings']",אחזה
873,222,"['(computing) retrieval', 'reproduction']",אחזור
874,121,"['(nonstandard form) maintenance', '(business and commerce', '(nonstandard form) holding']",אחזקה
875,216,['(computing) to retrieve'],אחזר
876,216,['(computing) to be retrieved'],אחזר
877,23,"['uniform', 'unified', 'constant', 'unchanging', 'homogeneous']",אחיד
878,429,"['uniformity', 'unity']",אחידות
879,31,"['grasp', 'grip', 'hold (noun)', 'basis', 'support']",אחיזה
880,55,"['(Talmudic) shivering', 'shuddering']",אחילו
881,69,['nephew'],אחין
882,678,['(flowery) The Jewish People'],אחינו בני ישראל
883,479,['niece'],אחינית
884,179,['Ahinoam (Hebrew name)'],אחינעם
885,39,"['to wish', 'to greet', 'to bless']",אחל
886,39,"['to be wished', 'to be congratulated']",אחל
887,44,"['(slang) excellent', 'great']",אחלה
888,84,['amethyst'],אחלמה
889,125,['storage'],אחסון
890,119,['to store'],אחסן
891,119,"['to be stored', 'to be hoarded']",אחסן
892,119,"['to be stored', 'to be hoarded']",אחסן
893,119,"['to be stored', 'to be hoarded']",אחסן
894,119,"['to be stored', 'to be hoarded']",אחסן
895,119,"['to be stored', 'to be hoarded']",אחסן
896,119,['to store'],אחסן
897,124,"['storage', 'storing']",אחסנה
898,209,"['different', 'varying', 'another', 'different', 'האחר - the other (one)', 'the second (one)']",אחר
899,209,"['later', 'afterwards', 'after', 'as a result of', 'after', 'then', 'followed by']",אחר
900,209,['to be late'],אחר
901,209,"['to delay', 'make late']",אחר
902,249,"['then', 'later', 'afterwards']",אחר-כך
903,220,['responsible person'],אחראי
904,220,['responsible'],אחראי
905,214,['stern (of ship)'],אחרה
906,265,"['last', 'latest', 'most recent', 'אחרונים - (Judaism) later commentators']",אחרון
907,552,"['last', 'but not least']",אחרון אחרון חביב
908,615,['differentness'],אחרות
909,219,['after'],אחרי
910,285,['after the holidays of Tishrei month (said as an excuse to postpone something)'],אחרי החגים
911,625,"['responsibility', 'warranty', 'guarantee', ""באחריות! - (colloquial) don't worry"", 'leave it to me', ""it's all taken care of"", 'it will be alright']",אחריות
912,1041,['accountability'],אחריותיות
913,619,"['end', 'close']",אחרית
914,724,"['far distant future', '(Literally: At the end of the days)']",אחרית הימים
915,609,"['differently', 'otherwise', 'else']",אחרת
